Classifer,Diffusion Type,Selected Features Count,Accuracy,Precision,Recall,F1-Score,Epochs,Class Counts Before Augmentation,Class Counts After Augmentation,Selected Features,Class Number,class name
BiRNN,LDM,30,0.935603807,0.996226415,0.99,0.993103448,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 80, 81, 82, 83, 84, 85, 86, 87]",4,Mirai
BiRNN,LDM,30,0.935603807,0.989834816,0.97375,0.981726528,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 80, 81, 82, 83, 84, 85, 86, 87]",5,Recon
BiRNN,LDM,30,0.935603807,0.786885246,0.78,0.783427495,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 80, 81, 82, 83, 84, 85, 86, 87]",6,Spoofing
BiRNN,LDM,30,0.935603807,0.974264706,0.99375,0.983910891,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 80, 81, 82, 83, 84, 85, 86, 87]",7,Web-based
BiRNN,ConditionalDiffusion,30,0.93604997,0.985099338,0.991666667,0.988372093,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",0,BenignTraffic
BiRNN,ConditionalDiffusion,30,0.93604997,0.772665765,0.788674033,0.780587833,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",1,Brute_Force
BiRNN,ConditionalDiffusion,30,0.93604997,0.972868217,0.94125,0.956797967,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",2,DDoS
BiRNN,ConditionalDiffusion,30,0.93604997,0.985037406,0.9875,0.986267166,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",3,DoS
BiRNN,ConditionalDiffusion,30,0.93604997,0.994974874,0.99,0.992481203,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",4,Mirai
BiRNN,ConditionalDiffusion,30,0.93604997,0.985969388,0.96625,0.976010101,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",5,Recon
BiRNN,ConditionalDiffusion,30,0.93604997,0.788293898,0.79125,0.789769183,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",6,Spoofing
BiRNN,ConditionalDiffusion,30,0.93604997,0.968215159,0.99,0.978986403,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",7,Web-based
BiRNN,EBM,30,0.937388459,0.977850697,0.993333333,0.985531211,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",0,BenignTraffic
BiRNN,EBM,30,0.937388459,0.781793842,0.806629834,0.794017675,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",1,Brute_Force
BiRNN,EBM,30,0.937388459,0.966145833,0.9275,0.946428571,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",2,DDoS
BiRNN,EBM,30,0.937388459,0.987484355,0.98625,0.986866792,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",3,DoS
BiRNN,EBM,30,0.937388459,1,0.98875,0.99434318,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",4,Mirai
BiRNN,EBM,30,0.937388459,0.983502538,0.96875,0.976070529,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",5,Recon
BiRNN,EBM,30,0.937388459,0.802763819,0.79875,0.80075188,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",6,Spoofing
BiRNN,EBM,30,0.937388459,0.969362745,0.98875,0.978960396,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 81, 82, 83, 84, 85, 86, 87]",7,Web-based
BiRNN,DiffAutoencoder,30,0.937685901,0.983443709,0.99,0.986710963,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",0,BenignTraffic
BiRNN,DiffAutoencoder,30,0.937685901,0.760471204,0.802486188,0.780913978,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",1,Brute_Force
BiRNN,DiffAutoencoder,30,0.937685901,0.965384615,0.94125,0.953164557,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",2,DDoS
BiRNN,DiffAutoencoder,30,0.937685901,0.989987484,0.98875,0.989368355,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",3,DoS
BiRNN,DiffAutoencoder,30,0.937685901,0.998742138,0.9925,0.995611285,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",4,Mirai
BiRNN,DiffAutoencoder,30,0.937685901,0.99112801,0.9775,0.984266834,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",5,Recon
BiRNN,DiffAutoencoder,30,0.937685901,0.800514801,0.7775,0.788839569,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",6,Spoofing
BiRNN,DiffAutoencoder,30,0.937685901,0.977832512,0.9925,0.985111663,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 80, 82, 83, 84, 85, 86, 87]",7,Web-based
BiRNN,VariationalDiffusion,30,0.933967876,0.972244898,0.9925,0.982268041,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",0,BenignTraffic
BiRNN,VariationalDiffusion,30,0.933967876,0.766666667,0.794198895,0.780189959,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",1,Brute_Force
BiRNN,VariationalDiffusion,30,0.933967876,0.963683528,0.92875,0.945894335,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",2,DDoS
BiRNN,VariationalDiffusion,30,0.933967876,0.994949495,0.985,0.989949749,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",3,DoS
BiRNN,VariationalDiffusion,30,0.933967876,0.99749059,0.99375,0.995616781,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",4,Mirai
BiRNN,VariationalDiffusion,30,0.933967876,0.981012658,0.96875,0.974842767,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",5,Recon
BiRNN,VariationalDiffusion,30,0.933967876,0.795165394,0.78125,0.78814628,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",6,Spoofing
BiRNN,VariationalDiffusion,30,0.933967876,0.969249692,0.985,0.977061376,2000,"Counter({0: 4800, 6: 3200, 4: 3200, 5: 3200, 3: 3200, 2: 3200, 7: 3200, 1: 2894})","Counter({0: 4800, 6: 4800, 4: 4800, 1: 4800, 5: 4800, 3: 4800, 2: 4800, 7: 4800})","[0, 1, 2, 3, 4, 5, 11, 12, 13, 21, 23, 24, 26, 28, 29, 43, 45, 48, 50, 57, 58, 70, 73, 78, 82, 83, 84, 85, 86, 87]",7,Web-based
